month_year,price_eur,month_return,month_return_after_TER
05/2005,174262.63804,0.06824054,0.06815157
06/2005,186154.415276,0.03629186,0.03620555
07/2005,192910.306159,-0.00999811,-0.01008057
08/2005,190981.567142,0.06938418,0.06929512
09/2005,204232.667406,-0.05828323,-0.05836167
10/2005,192329.327328,0.05622817,0.0561402
11/2005,203143.653008,0.0185691,0.01848426
12/2005,206915.84777,0.03576622,0.03567995
01/2006,214316.445059,0.01252874,0.01244441
02/2006,217001.560397,-0.01107464,-0.011157
03/2006,214598.346443,0.0433942,0.0433073
04/2006,223910.669745,-0.08332818,-0.08340452
05/2006,205252.602218,0.01834992,0.0182651
06/2006,209018.970692,0.00775583,0.00767189
07/2006,210640.085421,0.02418101,0.0240957
08/2006,215733.574658,0.01108229,0.01099808
09/2006,218124.397602,0.06556674,0.06547799
10/2006,232426.103634,0.00682798,0.00674413
11/2006,234013.105192,0.0456358,0.04554872
12/2006,244692.4816,0.0260778,0.02599234
01/2007,251073.523657,-0.00274131,-0.00282437
02/2007,250385.253081,0.03747681,0.0373904
03/2007,259768.894668,0.02853609,0.02845043
04/2007,267181.683877,0.03129191,0.03120602
05/2007,275542.310221,0.0179781,0.01789331
06/2007,280496.037546,-0.00983337,-0.00991584
07/2007,277737.814897,-0.01754308,-0.01762491
08/2007,272865.437917,0.10726645,0.10717422
09/2007,302134.743759,0.05784232,0.05775421
10/2007,319610.917753,-0.08637233,-0.08644842
11/2007,292005.378784,-0.01996409,-0.02004572
12/2007,286175.756417,-0.11045854,-0.11053262
01/2008,254565.201542,-0.00201005,-0.00209317
02/2008,254053.513782,-0.08781984,-0.08789581
03/2008,231742.574806,0.09967786,0.09958627
04/2008,254842.178359,0.01670507,0.01662039
05/2008,259099.333641,-0.08956903,-0.08964486
06/2008,235892.057569,-0.04099166,-0.04107154
07/2008,226222.449739,0.00654259,0.00645876
08/2008,227702.530086,-0.14590964,-0.14598077
09/2008,194478.536269,-0.15925544,-0.15932546
10/2008,163506.772307,-0.0525846,-0.05266351
11/2008,154908.833491,-0.03272694,-0.03280751
12/2008,149839.140766,-0.0145512,-0.01463328
01/2009,147658.800836,-0.03689552,-0.03697574
02/2009,142210.851929,0.07740878,0.07731905
03/2009,153219.220983,0.13445426,0.13435977
04/2009,173820.197644,0.06804287,0.06795392
05/2009,185647.423475,0.02523548,0.02515009
06/2009,190332.324646,0.1160057,0.11591275
07/2009,212411.95928,0.02534604,0.02526064
08/2009,217795.76059,0.07448347,0.07439398
09/2009,234017.94427,-0.00568471,-0.00576752
10/2009,232687.621226,0.00849413,0.00841013
11/2009,234664.099918,0.06596168,0.0658729
12/2009,250142.937945,-0.03854421,-0.03862428
01/2010,240501.377179,0.06133626,0.06124786
02/2010,255252.832427,0.07983194,0.079742
03/2010,275630.160708,0.01089658,0.01081238
04/2010,278633.586224,-0.06756996,-0.06764762
05/2010,259806.324821,-0.00067831,-0.00076155
06/2010,259630.09438,0.0385125,0.038426
07/2010,269629.097154,0.0073817,0.0072978
08/2010,271619.418626,0.0494769,0.04938949
09/2010,285058.306487,0.01273071,0.01264637
10/2010,288687.30228,0.0438259,0.04373896
11/2010,301339.282069,0.04632515,0.046238
12/2010,315298.8692,-0.03531937,-0.03539971
01/2011,304162.712325,0.0054135,0.00532976
02/2011,305809.298007,-0.00350888,-0.00359187
03/2011,304736.25098,0.00478628,0.00470259
04/2011,306194.803327,-0.00212294,-0.00220605
05/2011,305544.769757,-0.0219733,-0.02205476
06/2011,298830.942841,0.01001761,0.00993349
07/2011,301824.515205,-0.06689408,-0.0669718
08/2011,281634.24086,-0.08853432,-0.08861024
09/2011,256699.944254,0.10977887,0.10968644
10/2011,284880.17398,-0.02976743,-0.02984823
11/2011,276400.024739,0.02740404,0.02731847
12/2011,283974.50141,0.07681479,0.0767251
01/2012,305787.942044,0.02359522,0.02350997
02/2012,313003.075436,-0.02206286,-0.02214431
03/2012,306097.332341,0.02634408,0.02625859
04/2012,314161.183952,-0.0607772,-0.06085543
05/2012,295067.345383,0.04667581,0.04658863
06/2012,308839.851874,0.09296124,0.09287021
07/2012,337549.986432,-0.0237244,-0.02380572
08/2012,329541.814528,0.01283978,0.01275542
09/2012,333773.059237,0.01312084,0.01303646
10/2012,338152.443351,0.01733472,0.01724999
11/2012,344014.221694,0.00844593,0.00836194
12/2012,346919.74102,0.02321379,0.02312857
01/2013,354973.062129,0.05632643,0.05623845
02/2013,374967.428218,0.02022667,0.0201417
03/2013,382551.770146,0.01943875,0.01935384
04/2013,389988.098544,-0.08510527,-0.08518147
05/2013,356798.057054,-0.0648224,-0.06490029
06/2013,333669.551922,0.01738179,0.01729706
07/2013,339469.32662,0.00228734,0.00220386
08/2013,340245.807078,0.04791976,0.04783248
09/2013,356550.305944,0.03423666,0.03415052
10/2013,368757.399109,-0.02573936,-0.02582051
11/2013,359265.818661,-0.0254061,-0.02548727
12/2013,350138.274774,-0.0361578,-0.03623808
01/2014,337478.044431,0.04182127,0.0417345
02/2014,351591.806179,0.02555004,0.02546463
03/2014,360574.991679,0.01851421,0.01842938
04/2014,367250.751487,0.0376299,0.03754348
05/2014,381070.361721,-0.00356472,-0.00364771
06/2014,379711.95146,0.05890586,0.05881767
07/2014,402079.210774,0.0173676,0.01728287
08/2014,409062.36279,-0.05186083,-0.0519398
09/2014,387848.049823,0.05279088,0.05270319
10/2014,408322.888279,-0.03295256,-0.03303311
11/2014,394867.602646,0.00249399,0.0024105
12/2014,395852.399269,0.07412689,0.07403742
01/2015,425195.705055,0.05092896,0.05084143
02/2015,446850.481514,0.03099718,0.03091131
03/2015,460701.588372,-0.0028406,-0.00292365
04/2015,459392.919037,-0.0032825,-0.00336552
05/2015,457884.960498,-0.05647774,-0.05655633
06/2015,432024.65226,0.00850043,0.00841643
07/2015,435697.046369,-0.1371793,-0.13725116
08/2015,375928.430812,-0.03551512,-0.03559545
09/2015,362577.286529,0.08946914,0.0893784
10/2015,395016.766084,0.03007274,0.02998694
11/2015,406896.001719,-0.00702407,-0.00710678
12/2015,404037.934967,-0.0906366,-0.09071234
01/2016,367417.310111,0.00145798,0.00137457
02/2016,367952.99686,0.06901579,0.06892675
03/2016,393347.562557,0.01903076,0.01894589
04/2016,400833.266612,0.00014359,6.029e-05
05/2016,400890.824051,0.01278126,0.0126969
06/2016,406014.712055,0.06839895,0.06830997
07/2016,433785.693473,-0.0163005,-0.01638243
08/2016,426714.770912,0.02392131,0.02383603
09/2016,436922.345456,-0.00178321,-0.00186635
10/2016,436143.220483,0.02846258,0.02837692
11/2016,448556.981871,0.003332,0.00324843
12/2016,450051.571809,0.03579676,0.03571049
01/2017,466161.958497,0.04620378,0.04611664
02/2017,487700.400816,0.01682598,0.01674129
03/2017,495906.439331,-0.01720493,-0.01728679
04/2017,487374.401831,-0.03540245,-0.03548279
05/2017,470120.154589,0.00344342,0.00335985
06/2017,471738.977439,0.01496666,0.01488212
07/2017,478799.33229,-0.00571933,-0.00580214
08/2017,476060.92269,-0.00706919,-0.00715189
09/2017,472695.558607,0.02861567,0.02853
10/2017,486222.060422,-0.00083364,-0.00091686
11/2017,485816.723847,0.02496311,0.02487774
12/2017,497944.219296,-0.00013902,-0.0002223
01/2018,497874.993726,-0.01356847,-0.01365063
02/2018,491119.590424,-0.04993878,-0.05001791
03/2018,466593.676641,0.05179955,0.05171194
04/2018,490763.0172,0.03596786,0.03588158
05/2018,508414.712909,-0.01285277,-0.01293499
06/2018,501880.176706,0.012635,0.01255066
07/2018,508221.433752,-0.01078784,-0.01087023
08/2018,502738.819827,-0.00016563,-0.0002489
09/2018,502655.552878,-0.06675378,-0.06683151
10/2018,469101.394049,0.02534599,0.02526059
11/2018,480991.235186,-0.02734679,-0.0274278
12/2018,467837.666814,0.06844115,0.06835216
01/2019,499857.016141,0.04420589,0.04411892
02/2019,521953.641367,0.02530557,0.02522017
