Data,UBS ETF (IE) MSCI Emerging Markets SF UCITS ETF (USD) A-acc (IE00B3Z3FS74)
12/1996,21093.24683581075
01/1997,21691.552472766816
02/1997,22845.10100566999
03/1997,22604.271765822818
04/1997,22967.92554089061
05/1997,24250.159665187475
06/1997,25401.488883891667
07/1997,26933.918004251078
08/1997,26090.2496139659
09/1997,26924.56034248336
10/1997,25470.529829875257
11/1997,25511.058612317986
12/1997,27074.928995069982
01/1998,28145.701935279256
02/1998,29514.012445655717
03/1998,31190.780073259128
04/1998,30871.204703203235
05/1998,30304.58888824945
06/1998,30561.645553093455
07/1998,30383.91785052156
08/1998,27566.030041847058
09/1998,27085.60286634089
10/1998,28018.206034521012
11/1998,29638.06339452533
12/1998,30871.974093180426
01/1999,31523.17152872805
02/1999,31504.775650133986
03/1999,32897.256245093944
04/1999,34732.8486023933
05/1999,34689.34304398486
06/1999,35356.100480091045
07/1999,34588.730030040635
08/1999,34513.06280244857
09/1999,34069.79040192919
10/1999,35857.264412013006
11/1999,37152.74338912548
12/1999,39050.05135189941
01/2000,38062.42437148823
02/2000,37151.72921663116
03/2000,40218.155639390745
04/2000,41679.40712242912
05/2000,40353.42642914777
06/2000,40035.50617461767
07/2000,40841.57206955513
08/2000,43485.031836553164
09/2000,44527.427875289985
10/2000,46362.48435603651
11/2000,44405.61552384775
12/2000,42471.17352211704
01/2001,41194.47933109115
02/2001,40531.29965148141
03/2001,40536.51166221283
04/2001,41914.75781789502
05/2001,44262.63327174226
06/2001,43268.24278362942
07/2001,42080.93419378391
08/2001,39712.815723478816
09/2001,37698.30867522086
10/2001,37750.21591352315
11/2001,39533.762257795446
12/2001,40118.79026977503
01/2002,39842.39607411533
02/2002,40393.23510194313
03/2002,41291.88713591402
04/2002,39909.79408483162
05/2002,38824.01153804909
06/2002,35251.509436551874
07/2002,33378.01316191627
08/2002,33561.19222630947
09/2002,30810.30397183536
10/2002,31600.78850074252
11/2002,31999.430768272505
12/2002,30294.80984881286
01/2003,28476.717327877275
02/2003,28099.993586500786
03/2003,27931.612450529883
04/2003,29108.457893642862
05/2003,28854.25641104753
06/2003,30067.701507347563
07/2003,30325.430123526097
08/2003,31845.80709880138
09/2003,30563.615211187494
10/2003,31759.86761505512
11/2003,31471.954602840746
12/2003,31487.424742190018
01/2004,32465.131716052147
02/2004,33050.19151655437
03/2004,34032.36220433532
04/2004,34062.55609081719
05/2004,33708.68187354714
06/2004,34480.88031187492
07/2004,34133.34274171505
08/2004,34571.0121962619
09/2004,34282.773914375444
10/2004,34244.641608380894
11/2004,34581.27768575111
12/2004,35040.229612895666
01/2005,35756.8617120212
02/2005,36222.26926698495
03/2005,36630.46451210649
04/2005,36670.62409077527
05/2005,38892.85151511293
06/2005,40195.09072852131
07/2005,41153.04726817216
08/2005,40936.92509128748
09/2005,42189.17668429332
10/2005,41165.3714024555
11/2005,42953.73380530742
12/2005,43573.027923472866
01/2006,43605.092965280506
02/2006,44809.38337380125
03/2006,44420.55748275977
04/2006,43715.459111259675
05/2006,41619.4685317876
06/2006,42318.362494399764
07/2006,43082.35230881579
08/2006,43997.30702917503
09/2006,45086.81795355985
10/2006,46302.67354773924
11/2006,45780.45750610988
12/2006,47028.35312355646
01/2007,48492.47637457077
02/2007,47452.874208985595
03/2007,47708.44983284876
04/2007,48397.94920284792
05/2007,49576.022747903604
06/2007,47898.72587785399
07/2007,45913.085727877806
08/2007,46572.57442000388
09/2007,46829.99832554358
10/2007,47082.37127416597
11/2007,45081.436663040426
12/2007,44397.666409352685
01/2008,41728.946337893336
02/2008,40433.65481465331
03/2008,38467.697061573715
04/2008,40216.32770222216
05/2008,40734.605659137116
06/2008,37491.69242394435
07/2008,37910.23428083497
08/2008,40163.29216028135
09/2008,38826.22294406775
10/2008,36627.33528231417
11/2008,35440.72256517298
12/2008,33023.00494115211
01/2009,33283.86856859973
02/2009,30404.354842503115
03/2009,29969.520603085457
04/2009,32192.5730028633
05/2009,32400.043270785216
06/2009,32736.557108714926
07/2009,34970.34039485706
08/2009,35609.029974533936
09/2009,36006.8372281882
10/2009,34654.883105080684
11/2009,35588.54117568461
12/2009,37142.67126396471
01/2010,37376.01721897839
02/2010,39018.32250006787
03/2010,40594.4113825622
04/2010,40972.003795918026
05/2010,41573.49828177462
06/2010,41922.715907837824
07/2010,41295.830482834535
08/2010,42569.005572984985
09/2010,41834.11600422689
10/2010,42299.125579585954
11/2010,44086.293168772114
12/2010,44863.359704489645
01/2011,43644.32387349821
02/2011,44428.92160631961
03/2011,43411.794897201864
04/2011,43304.27843465664
05/2011,45099.520517105746
06/2011,44431.371722099364
07/2011,44575.33949426258
08/2011,43574.33962632513
09/2011,45096.07929624076
10/2011,45398.1302702218
11/2011,46934.719880567216
12/2011,49707.79830026296
01/2012,49275.46504423454
02/2012,49385.47671279102
03/2012,50435.3195060846
04/2012,51402.07439662477
05/2012,52302.72778025316
06/2012,53694.716165085
07/2012,56254.66803503606
08/2012,55155.54303934397
09/2012,54694.400444169616
10/2012,53940.88960153657
11/2012,53993.54246938762
12/2012,52674.19654666069
01/2013,53663.954123153904
02/2013,56775.460029541166
03/2013,61165.51731835481
04/2013,61700.753252379225
05/2013,59059.2130268044
06/2013,58421.351275588655
07/2013,59394.747759707934
08/2013,57944.69306973647
09/2013,58640.53858369869
10/2013,60147.78753434916
11/2013,60264.57877849281
12/2013,59770.59559218443
01/2014,59316.78790153391
02/2014,60333.414665218304
03/2014,61076.88254617285
04/2014,61719.055722435034
05/2014,63745.65485270937
06/2014,64552.0012591748
07/2014,65161.692851915795
08/2014,68071.63036230323
09/2014,69670.05660575083
10/2014,72104.33191968732
11/2014,73826.62616644862
12/2014,75610.17789357065
01/2015,82374.90766827457
02/2015,85304.22292249597
03/2015,88576.34408732342
04/2015,85866.76933762582
05/2015,87368.20481045218
06/2015,83785.80458775222
07/2015,88231.86645747215
08/2015,82529.25103197483
09/2015,81579.19178901601
10/2015,87892.43088427953
11/2015,90578.06410742972
12/2015,88671.92319321334
01/2016,86931.46662083351
02/2016,89020.37049743786
03/2016,89928.48430844468
04/2016,90698.57947185451
05/2016,92559.27910871073
06/2016,96919.91417363165
07/2016,98692.4378825563
08/2016,95671.064479512
09/2016,95545.08952529659
10/2016,94135.63591814724
11/2016,95433.21909712357
12/2016,98424.67418091156
01/2017,98218.58331470186
02/2017,102961.70512222506
03/2017,102449.20743081853
04/2017,101242.83127035058
05/2017,101492.25341672878
06/2017,99203.79443416068
07/2017,98378.21521806628
08/2017,98372.6432288834
09/2017,98716.89923525247
10/2017,101563.61105228435
11/2017,102556.64623621435
12/2017,101492.8988059718
01/2018,100654.87082733537
02/2018,98524.256138769
03/2018,97560.5238875998
04/2018,99596.3810558804
05/2018,103003.24445282794
06/2018,104048.061953699
07/2018,106637.55404749153
08/2018,109074.28734560046
09/2018,111095.73722060428
10/2018,108440.72590078675
11/2018,111162.67261636176
12/2018,104144.63099856951
01/2019,109149.90888340634
02/2019,113168.85372522037
03/2019,117377.65023128527
04/2019,118691.86898225594
05/2019,118266.87863487437
06/2019,121399.62339892685
07/2019,124459.99488495773
08/2019,127903.66832450825
09/2019,130923.45590283046
10/2019,128908.9970558814
11/2019,131656.6935436637
12/2019,130740.15662412613
01/2020,135493.3461852602
02/2020,125444.64614800744
03/2020,113196.46429228364
04/2020,122261.80507628033
05/2020,122680.16950568728
06/2020,121653.39348608846
07/2020,119454.97818380645
08/2020,121433.15289315811
09/2020,121800.36771388438
10/2020,117986.91696130467
11/2020,123268.62783876988
12/2020,122819.06958310635
01/2021,121786.95453627555
02/2021,119949.74894013847
03/2021,130115.65456936075
04/2021,130014.11800725794
05/2021,131003.080067515
06/2021,135833.0185975772
07/2021,139403.20541578258
08/2021,142588.32158906804
09/2021,139130.58275813013
10/2021,142610.7237714857
11/2021,143218.47537069774
12/2021,152037.67534896018
01/2022,145824.3076910536
02/2022,142710.3755411522
03/2022,150544.79152032328
04/2022,150856.46683394723
05/2022,147345.87358913204
06/2022,145324.3677688714
07/2022,153310.70966860803
08/2022,151717.070610687
09/2022,144918.82418356455
10/2022,150743.70334963658
11/2022,152797.69438607208
12/2022,145636.80108709497
01/2023,146051.28445985424
02/2023,143664.7019341775
03/2023,145832.89366767
04/2023,148279.60410180176
05/2023,146347.24970927718
06/2023,148277.00661389454
07/2023,148089.4078952499
08/2023,147931.99886814234
09/2023,147628.63359994176
10/2023,145206.59840334035
11/2023,148719.36591104633
12/2023,151008.13875168387
01/2024,157345.86785750563
02/2024,158935.93871565475
03/2024,163038.0711694457
04/2024,158594.53533041835
05/2024,160175.4482954378
06/2024,163172.49938883862
07/2024,169076.2756360475
08/2024,173335.08950690838
09/2024,171886.6540142768
10/2024,172696.39429439284
11/2024,184234.79664164997
12/2024,178073.76824309022
01/2025,184514.12618430238
02/2025,190375.98142735814
03/2025,184545.53758723754
04/2025,177213.20165373242
05/2025,179668.9961390227
06/2025,174318.69083870348
07/2025,174680.85568207866
08/2025,175943.0324572247
09/2025,175044.35061981788
10/2025,173725.15614280876
11/2025,178069.31767775113
12/2025,174044.36784571817
01/2026,173496.73041954532
